"genes","X30.deg","X37.deg","P_Value","Fold_Expression_Change"
"YOR376W",0.349968072722519,0.741725522314549,0.0479330273633268,2.11940911222106
"YLR031W",3.45639803846781,7.30056181994533,0.00122676993555647,2.11218781479855
"YKL107W",1.74340358180409,3.67974887954432,0.00514983340910416,2.11066956495322
"YJL135W",0.429898142065847,0.905882453175483,0.0243445820299379,2.10720253133062
"YMR101C",0.92035051761011,1.9346096552971,0.00123206374526902,2.10203571169899
"YFL019C",0.882815441492444,1.85479493387019,0.0335789255785222,2.10099965031713
"YHR022C",8.85772767978738,18.5011750332759,0.0289844057388877,2.08870442873222
"SCER_lnc1786",0.820259369043537,1.70735885884141,0.0111034233992178,2.08148656787947
"YLR216C",50.6559141340428,104.995585382699,0.00549625868793363,2.07272116548653
"YPL148C",6.28248446971806,12.9971706820753,0.000568364675030049,2.06879471723685
"YLL057C",5.08698981970454,10.3754416483877,0.00127513077818379,2.03960338355667
"YNL270C",4.5769309906968,9.3264062585465,0.0352269388709757,2.03769868444677
"SCER_lnc0970",5.67860859558222,11.5674971947896,0.0196255387152902,2.03703019852236
"YMR040W",3.31507417101646,6.73609386346586,0.00143930202692647,2.03195871825711
"YBR047W",2.01632271584203,4.09063986327989,0.00973885589568855,2.02876247494519
"YOR027W",59.0108439116564,118.886858747173,0.00318715127778751,2.01466121930328
"YNR068C",4.15330102715353,8.36083624783529,0.035956640872111,2.01305809359198
"YCL036W",24.3777927201699,48.8236233988822,0.00112325648293679,2.00279098109182
"YKL216W",234.508102808931,114.476690483353,0.00362308781583281,0.488156652636539
"YLR180W",96.7752529983903,47.0250409598556,0.00219844941372131,0.485920103568603
"YOR273C",101.310660567753,49.2285496292383,0.000295155237333649,0.485916776707975
"YLR108C",16.4043789570236,7.89282639090233,0.00247160091817631,0.481141432515065
"YOL143C",122.845220013458,58.6604919330648,0.00282666797897848,0.477515461542894
"YDR096W",19.4816786825248,9.25700051866209,0.000947144774518431,0.475164418298598
"YER133W",11.306549506814,5.3675105380364,0.00516099566620379,0.474725780380798
"YLR349W",0.93842464090003,0.43063155786246,6.83689212333122e-05,0.458887734927172
"YPR119W",27.7374859271424,12.6523277968957,0.00102967293642955,0.456145442673837
"YDR133C",181.744895757193,82.372898974159,0.0114204507157594,0.453233630749153
"YKL043W",10.1780176626708,4.5376360442827,0.0309310493640719,0.445827094693014
"YDL228C",3.72925610092713,1.66022177642577,0.0218704248122378,0.445188458902842
"YOR055W",0.442764432188095,0.194688371501778,0.0443326639835495,0.439710955416289
"YOR028C",19.3358977859743,8.35893724444153,0.0101236594878358,0.432301480746597
"YOR375C",170.550609557682,73.7168689798309,0.0380662459582028,0.43222870425977
"YOL046C",0.306318464827325,0.129407956960573,0.00161679130895973,0.422462149101987
"YPL142C",10.943570263873,4.56305751600706,0.0168239437922757,0.416962417746854
"YIL119C",16.172479139234,6.19779672570153,0.00559916977800954,0.383231084878375
"YKL109W",33.8961959427742,12.1084324879169,0.0295716135026543,0.357220984571813
"YEL065W",42.8067270287709,15.2030117966759,0.0016305659087537,0.355154735059697
"YCL018W",141.300087612956,46.4672021465297,0.00110990738414783,0.328854729898052
"YBR124W",0.203562672051155,0.066501164974789,0.00254341525091823,0.326686441599064
"YHL028W",24.4051318277046,7.67467301945424,0.00762534242977643,0.314469639977195
"YFR015C",27.5317360309501,7.23207015907499,3.79162791611027e-05,0.262681225439071
