"genes","wildtype","Biofuel.Production.Strain","P_Value","Fold_Expression_Change"
"YLL028W",21.8640548748961,350.980299248586,9.05317745389627e-07,16.0528456984242
"YKR105C",1.03393482352636,16.4464241646566,0.00332495930952259,15.9066353027593
"YDR043C",10.2183951963671,162.355374291445,0.000993826985020769,15.8885393617548
"YGR087C",1.14213686710556,18.0888451758008,2.08136918621845e-06,15.8377211144949
"YPL187W",0.197402603057529,3.11160665770226,0.00225958183370601,15.7627438012833
"YBR147W",3.50773879542369,55.2078086113282,4.79439335632034e-05,15.7388596560708
"YPL130W",0.0939165353511936,1.47809374800057,0.0062067383403523,15.7383760215744
"YNL277W",21.7745558720867,339.298219400094,0.00180764266877649,15.5823256002685
"YML089C",0.555802677429535,8.62337451151145,0.000938249961829877,15.5151726713384
"YBR144C",0.111018438599454,1.71650525890107,0.000580241074652733,15.4614429869086
"YDR342C",33.4191057351805,511.364059794104,0.00688764312691602,15.3015482773912
"YLL020C",1.87512729779758,28.692117021191,0.00726458038893143,15.3014235646247
"YML131W",57.7404174998535,881.573368718896,0.00623934946388756,15.267873127539
"YHR126C",0.0466734191488219,0.708563577107782,0.00293165955372838,15.1813085484153
"YCR105W",10.7755790000233,163.537731005907,0.00421558752964875,15.1767001110152
"YAL066W",0.106106186230625,1.57891926089585,0.00816930299423417,14.8805580238651
"YGR055W",98.5549633965321,1464.06910216943,0.00548810279832186,14.8553563586524
"YDR215C",1.1752953450472,17.3484324520953,0.00119014075130016,14.7609130974637
"YOR388C",0.472482945208532,6.92492795309037,1.37776205399169e-05,14.6564611978408
"YJL088W",6.03831690742383,88.1809368667775,0.000281377743082601,14.6035622539723
"YCL069W",0.750910528459783,10.9359960290057,0.000453592435087389,14.5636472183136
"SCER_lnc0759",0.784523431761801,11.2841931403148,0.00566059843003374,14.3835004583278
"YMR082C",0.14997253618361,2.14878397785054,0.00413403015680528,14.3278498352512
"YER096W",3.61521518646962,51.570839800394,8.39470637687951e-05,14.2649433409674
"YLL062C",6.37855030028421,89.7745172568376,0.00260089115328272,14.0744390230547
"YOR303W",65.0258072760322,893.083765107578,1.16336035901417e-05,13.7342972355033
"YJL142C",2.11253103012514,28.5049036476999,2.55817304385975e-07,13.4932473138685
"YKL202W",0.68659984818395,9.2493590938673,5.41358764614305e-06,13.4712512948142
"YLR312C",7.61396701263955,102.063996442286,5.41682758521742e-05,13.4048382758758
"YMR101C",0.39149271922759,5.1985855370724,0.000248157907952193,13.2788817818353
"YDL228C",0.209917957034965,2.75875138842493,0.000200362214075997,13.1420457182013
"YNL336W",26.929358621053,353.116327444967,1.87922882760793e-06,13.1126898495423
"YEL072W",2.72649835427832,35.7387775706851,0.00156673740827276,13.1079402687352
"YOL131W",0.556777902432769,7.13394266869978,1.61933406007712e-07,12.8129055365325
"YHL028W",4.90358685150656,62.5754093461244,9.29695556359906e-06,12.7611504070534
"YKL217W",138.20478775342,1708.71792631446,0.00592669575608276,12.3636666579387
"YDL059C",3.90755438048715,47.7402794741536,0.00588975575184117,12.2174318833669
"YMR181C",32.9019631248888,400.834621273836,3.77678394722474e-07,12.1826962042463
"YHR071W",31.0760089116104,374.961994238145,1.89350164934422e-05,12.0659636604125
"YOR343C",1.06609276433613,12.840587008631,1.44743195768166e-05,12.0445306808053
"YAR035W",6.38780954309586,76.0579026250906,0.000501973163189183,11.906726728773
"YOR173W",16.1456085960117,191.775347183417,9.73328742581221e-07,11.8778642528712
"YJL052W",718.798008886707,8486.49097043622,0.001080925286936,11.8065031698965
"YOR073W",4.67367000479776,55.1506955642352,0.00108444184473421,11.8002973054623
"YFR030W",48.5962086649684,570.479896724765,0.000610319442564401,11.7391852656194
"YNL334C",0.39509134211215,4.61221444066429,4.70983463722079e-07,11.6737927386803
"YIR039C",15.741475880476,183.553323505208,3.37383186920351e-05,11.6604900899329
"YOR376W",0.467210655387789,5.41352758391918,1.38753267484631e-06,11.586909505362
"YMR081C",38.3136199551548,443.388857565183,0.00176209505928883,11.5726172072532
"YNL200C",34.3229597508667,395.720947030102,1.16921729379822e-06,11.5293363364478
"YAL062W",17.0601972194209,196.137587885,0.003581055557621,11.4967948706784
"YJL152W",1.98508482849062,22.8095740603887,0.000489091869846725,11.4904782571595
"YLR178C",72.2187918152795,829.633867211351,3.29284740445458e-05,11.4877838074802
"YOR338W",7.67202119220628,88.0055494514611,0.00468635397284439,11.4709731955463
"YJL016W",28.2463342621944,322.954006563495,4.88692955204506e-05,11.4334838484066
"SCER_lnc0037",0.88225103695809,10.0742771781192,0.0052869215009051,11.4188329127436
"YDR213W",6.72720774201094,76.7583743814727,0.00511752961545355,11.4101388458873
"YHR139C",2.22977742047936,25.4383208665581,8.1235680576769e-06,11.4084574688577
"YIL113W",6.34819247661333,72.083879674056,7.1496982172276e-05,11.3550242749589
"YJR128W",0.243450605478983,2.75499812237062,0.00882941523199545,11.3164562353428
"YBL113C",7.02182130271911,79.2018758458922,0.000125388467437344,11.2793921165756
"YPR199C",4.44794863910395,50.0273677962575,7.15629444820339e-06,11.247289898189
"YML042W",25.4399492184027,285.437568948644,1.87904054736953e-05,11.2200526226744
"YMR174C",7.22825433007618,80.2161390045734,0.000330971749333662,11.0975811505138
"YPR124W",16.7287000994858,185.053472183253,0.00117225489715282,11.0620353693196
"YDR533C",16.3800909644911,180.841045938442,0.000105475807774435,11.0402955838567
"YJR115W",9.18491989415531,100.247549630244,0.00103096653344808,10.9143629759945
"YNL195C",15.9359062474067,171.92664771164,0.00139694764235055,10.7886332312992
"YCR021C",291.522773533151,3123.46962536337,0.00336012071250292,10.714324604929
"YOR389W",5.15996876214107,54.704775778019,2.81347549989429e-08,10.6017649136542
"YOR382W",46.4477904918517,492.392405080848,0.00731136570253355,10.6009866102722
"YNL142W",15.930091036859,167.948619045538,0.000590480460941051,10.5428536884654
"YBR298C",39.9986590742615,421.692045243224,5.96549979533147e-05,10.5426545540017
"YJR160C",0.703195592090396,7.39973482565146,0.000700714828609445,10.5230108221444
"YDR030C",4.94337909466733,52.0169200254225,3.27710390347242e-05,10.5225431894422
"YDR178W",186.826297523882,1965.04221710571,3.19331443044785e-05,10.5180172339203
"YLR142W",21.6618851184428,227.737178151306,1.63218996901931e-05,10.5132668235514
"YPL185W",0.928975175271996,9.73894138980999,0.000613729726507433,10.4835324441888
"YNL332W",0.373515066499246,3.91468113499704,0.00752334719731924,10.4806512135835
"YBR148W",1.95288041439035,20.3312392549259,0.000620838688103608,10.4108982327384
"YHL040C",23.9048022228459,248.237813355634,0.000257377263645323,10.3844328449784
"YER150W",129.122745829534,1339.41865414116,0.000628871125342218,10.3732200359915
"YPR192W",3.10988047846514,32.2419050985138,0.000571610089572105,10.3675704972516
"YDL168W",55.2347429948765,566.889237918436,0.00012757662821675,10.2632728456982
"YCL023C",0.0880539449235596,0.895729429940874,0.00183745820288582,10.1725076680944
"YHL050C",16.7725140674306,170.332912815715,0.00109889102918541,10.1554789061989
"YPL280W",0,2.63246268450034,0.000207650251791139,10
"YIR041W",0,0.97673294376779,0.000317355500858975,10
"YNR076W",0,1.46344705738882,9.59413096448045e-05,10
"YFL060C",0.130176399116392,1.30013636398022,0.00378561167125315,9.98749675674893
"YNL305C",70.228179244508,701.362194681994,1.23557287337644e-05,9.98690557304804
"YNL251C",46.1310704969818,460.666118999586,0.00276495471800113,9.98602707539002
"YBL097W",2.23992851631637,22.3215620722259,0.000782066583162657,9.96530108422137
"YOR100C",10.2937379350591,100.450138296841,0.000318378260813974,9.75837338492184
"YPL095C",29.7296875777543,289.762878305142,0.000324148498028485,9.74658336207884
"YNL043C",1.498153825015,14.5650750487106,6.07102326109399e-05,9.72201572730008
"YEL035C",0.775505427512175,7.51379923649904,0.0018914551044836,9.68890606040417
"YER085C",0.334198480977074,3.21356934502053,0.00290492006241091,9.61575090235369
"YGR287C",11.0785334724629,105.53459495685,0.000706586310005589,9.52604378721873
"YGR109C",1.09823873610446,10.4544588524721,0.000228811944822913,9.51929531237889
"YKR034W",0.090506129275437,0.855369280451626,0.00143417069949946,9.45095417624682
"YLR460C",1.70434847956456,16.0064052104068,0.000482239299558749,9.39150966033439
"YFL030W",143.670706140413,1342.74151657133,0.000301521361510313,9.34596587323121
"YKR075C",10.6676749908858,99.5847787162757,0.00031926713479944,9.33519054539611
"YNL125C",35.2776955631327,327.030144246313,4.40691880857618e-06,9.27016742522374
"YIL146C",15.0194448139902,139.158195617559,7.73406461949843e-05,9.26520236539882
"YDR033W",94.824110770973,874.717451201862,0.0001285461935344,9.22463120497435
"YLR255C",0.493075953557551,4.52249700518203,6.72992351622642e-06,9.17200884073162
"YLR279W",1.06055856081447,9.70859665799538,0.00205882191572901,9.15422968302621
"YGL121C",16.2900877497791,148.95727632848,5.91027317073952e-07,9.14404382692781
"YGR066C",2.36816297662084,21.6122301675164,7.75456006708424e-05,9.12615828423901
"YJL043W",1.34346794841388,12.2372494794818,3.60411483079595e-05,9.10870221647587
"YLR356W",32.4138761399345,294.637623474874,2.30917956986666e-05,9.08986084240246
"YFR017C",61.0921196014495,555.017136453755,1.30536625290236e-05,9.08492191913712
"YMR017W",2.14790319744966,19.4812366482981,8.01185105867526e-05,9.06988577112292
"YAL054C",34.4264925135943,309.833541390648,0.000142448174103378,8.99985792245031
"YLR034C",57.0448088169053,507.977899793378,2.35324731887721e-06,8.90489266821485
"YLR327C",121.887449633538,1083.04164208159,0.000155597304104285,8.88558785451513
"YER190W",0.252760891808111,2.23865268331968,1.39232174095167e-07,8.85680006628242
"YOL132W",1.55776693107649,13.6799617312144,8.62772096354728e-06,8.78177695155007
"YGR201C",26.2322873705092,229.801192636015,0.00322120919156659,8.76024226901241
"YNL278W",8.99973783561291,78.6511192141122,6.69597653784222e-09,8.73926781543363
"YMR056C",17.7777689900902,155.079037113785,0.000375579541303766,8.72320014959302
"YMR133W",9.5950699635912,81.6934066454111,0.000625112471375506,8.51410223744062
"YIL119C",6.79580784989404,57.7046675692556,0.0020532265133803,8.49121529681792
"YOL119C",16.4257099940379,139.041874999596,2.25518627121044e-08,8.46489284481855
"YPL201C",7.37414165755825,61.5498237821511,0.000386706460023681,8.34671025326243
"YJL144W",24.4863846736175,204.362593261498,0.00161194897462349,8.34596842226715
"YPR012W",2.75252579314758,22.8450866863267,2.02473769143538e-05,8.29968123939096
"YLR462W",0.141241707412123,1.16219449992904,0.00641637679445227,8.22840874146277
"YBR292C",0.652918857890345,5.36349631056153,9.86071411204304e-08,8.21464450864782
"YLR297W",16.8385549032254,138.185604934675,0.000238299298459435,8.20650024475709
"YIL087C",41.5855930032238,340.491746598208,0.000190649857733014,8.18773334726314
"YGR243W",70.7419918477944,578.866067942447,0.000540380414453777,8.18277875449014
"YJL169W",0.439611923779711,3.59255364278435,6.74353219785375e-05,8.17210236677878
"YOL058W",72.2081777196152,586.300717657701,1.36533150298805e-05,8.11958889108531
"YML087C",15.0501305743735,122.156334336914,0.000304251763176784,8.11662953575398
"YGR023W",12.9464199294613,104.857370522342,0.000668204720242322,8.0993333364481
"YGL193C",13.2995116938574,107.612797865424,2.21918418738672e-05,8.09148488625539
"YAL012W",232.494737067973,1874.23589488377,0.00712042648010694,8.06141213568981
"YJL212C",24.0843778163141,193.436053535408,0.000310982948279856,8.03159853290375
"YER066W",7.60056416909616,60.9218679677417,1.36279775834658e-05,8.01544025053424
"YOR121C",3.08418187356727,24.705920530475,0.000202726600365036,8.01052646804492
"YOR084W",14.9124820026585,119.054510452433,2.07682657562999e-05,7.98354763688625
"YDR275W",7.28224766862842,57.9438221282978,3.35628958506617e-08,7.95685958030747
"YPL080C",0.901738283843835,7.13462694991395,0.000831446185890513,7.91208167352196
"YLL063C",8.27192894703209,65.3992140237758,0.00119614616837517,7.90616244923629
"YGR225W",0.672140134916725,5.29170170670067,2.29740777630505e-05,7.87291434003757
"YBR054W",67.1364378690314,528.492349691997,5.67087726691432e-06,7.87191525893838
"YLL041C",145.972161200174,1136.89609452398,4.67465473478189e-05,7.78844462654037
"YKL031W",3.06688439454182,23.8368315708085,9.13468577369775e-05,7.77232803858902
"YNR056C",3.3192297325039,25.7463097844825,9.88968982756506e-05,7.75671220716032
"YLL053C",54.5047895282355,419.560214788529,5.00908433557981e-05,7.69767608351522
"YDR185C",5.58948403140098,42.9312263568757,0.00179186665488127,7.68071366081265
"YOR225W",1.08231804341994,8.29079320749664,0.000503256442764563,7.66021896973938
"YJR127C",18.0183265369781,136.390141009125,4.02428795491792e-07,7.56952321455705
"YMR042W",13.2300400244047,99.5669192732345,1.14084570759547e-06,7.52582147065081
"YMR090W",54.0230014369798,406.344667443741,5.70117141618345e-05,7.52169736288643
"YLR445W",0.802824836506022,6.02046378820967,4.64530827887346e-05,7.49910007070952
"YPL018W",15.4026083984381,114.782189300218,6.13184104981244e-05,7.45212670029691
"YIR034C",31.8970940581784,237.444054086159,7.15228242787257e-07,7.44406539520732
"YER042W",17.0582939600441,125.999717400872,0.00807906437788105,7.38641963235028
"YER091C",97.5196590730803,719.739213187544,2.6592101076374e-05,7.3804525162273
"YCR005C",86.5466830736041,637.27086564575,0.00100604999482954,7.36331934412529
"YDL016C",5.90427611393926,43.2820548410641,2.69644484741924e-06,7.33062851496402
"YOR339C",2.19720086958987,16.0988075447037,0.000162470039158871,7.32696212145078
"YCL038C",26.6985244059772,194.527621370822,2.11297640077652e-09,7.28608137336877
"YFR033C",91.3867226015538,663.968140147438,0.00114137712904658,7.26547709826886
"YML118W",3.561012781112,25.8111952023289,1.9042370175199e-05,7.24827367630756
"YGL263W",5.36700120670041,38.8896629746928,2.71575144409568e-05,7.2460693554794
"YJL199C",6.25846054467832,45.0110704962024,1.05468759702847e-07,7.19203551334619
"YPL062W",0.17281026254392,1.23346777154444,0.00160111247982178,7.13769977191576
"YIL032C",0.335967467328151,2.39157541353092,1.93437428692791e-05,7.11847320382061
"YJL163C",19.2075685379918,136.651595678081,9.52965159283854e-07,7.11446612348615
"YKL141W",135.198742539615,961.681968861993,0.000177910145569412,7.1130984711652
"YPL250C",16.6628933007871,118.13427930388,0.000666249598146399,7.08966187152502
"YKL001C",22.2472987043835,157.716984178455,0.00579975353155704,7.0892644664037
"YBR001C",30.453282983787,215.782994151401,2.19221632119258e-06,7.08570548095854
"YPL189W",2.64458149357526,18.7354781047487,9.30064925312785e-06,7.08447750627637
"YKL004W",47.2962245588065,334.006772427077,0.0013608668527318,7.06201764607626
"YNL052W",149.125268314409,1049.80412726356,9.03460663922705e-05,7.0397467788638
"YGR209C",110.725100192598,772.548079940989,3.71180224059269e-06,6.97717210097078
"YMR272C",76.1273211243239,531.021398515035,1.51431272967107e-06,6.97543786740928
"YOR032C",6.04266884261978,41.8174916792922,2.63385682951417e-05,6.92036793152516
"YMR034C",7.53041480982501,52.03343514951,7.31545848281404e-05,6.90977010743438
"YMR320W",8.21226380063547,56.5903070958542,0.001125678034499,6.89095095696697
"YNR001C",274.236247050476,1884.91480081235,0.000321386051056991,6.87332481057988
"YML122C",2.0584329580623,14.1187734955881,0.000256277310222259,6.85899117592771
"YOL085C",1.2421712672542,8.46073862938802,0.000725927647884207,6.81124966615139
"YPL017C",22.3711885239598,152.244828482486,8.83978914196097e-06,6.80539741191802
"YJL060W",52.9908272951154,360.466766079092,0.00694326556670138,6.80243703446236
"YER158C",42.6195945677761,289.149384785955,6.51676224422747e-08,6.78442363702295
"YKR047W",1.25284028870624,8.4586870046442,1.70748468294556e-06,6.75160839006795
"YLR377C",11.053439810791,74.4635253714588,0.00462579310204633,6.73668348008402
"YER141W",120.188792049455,809.403858434085,9.07688388427359e-06,6.73443708545663
"YDR273W",4.0877314012047,27.5179612029168,2.01942653641393e-05,6.73184182180046
"YOR185C",22.3538432480111,150.176389974643,3.43871080131535e-08,6.71814632984888
"YAL018C",0.189518575580344,1.27148691992761,0.000281268561368076,6.70903586117646
"YFR020W",12.3712766913073,82.9648502434679,4.86268219915161e-07,6.70624805455716
"YGL077C",83.5127713949191,556.083829061013,6.72037668682141e-08,6.65866812671535
"YBR241C",28.7630825441559,191.486790207439,3.07096620825578e-06,6.65738068628341
"YDL054C",36.5350202583182,241.687505902648,1.47014518962291e-05,6.61522846282318
"YCL017C",59.2031888388599,390.339965917977,4.18893238900793e-06,6.5932253578504
"YDR070C",25.3617277750004,166.615761490637,0.00322756276275298,6.56957455614967
"YNL191W",13.0778691543382,85.7752036340441,0.00198028980424318,6.55880576734404
"YGL015C",0.40276265173368,2.64106713757236,0.00219418870399281,6.5573784614933
"YHR176W",8.29600725479205,54.2824204272119,0.000293055146278725,6.54319828322915
"YGL165C",1.55600032082699,10.1651124761686,4.94889901216405e-05,6.53284728808154
"YBR068C",194.432808646529,1269.82974219675,8.09677182336974e-05,6.53094377968509
"YGR247W",10.4854730182358,68.2437215003536,5.80978067066451e-05,6.50840657180345
"YBR050C",5.81873732984302,37.8350903603692,0.000199193501651047,6.50228532680473
"YNR002C",25.8234992116733,167.833184651345,0.00140467034493551,6.49924254167218
"YHL016C",15.7340394363207,102.161043751933,0.00250234813303606,6.49299527723967
"YPR151C",1.719786056026,11.101068523583,0.000130132052054705,6.45491250768414
"YJL166W",90.7763459374284,583.431901331203,0.000932299967171201,6.42713578417619
"YNL240C",27.0312812536133,173.715599044921,0.000458571452111001,6.42646559795238
"YNR014W",20.2546879131167,130.115904034916,0.000103731925875678,6.42398957678605
"YDL170W",14.4410804457874,92.7455516708792,0.000163637616467362,6.42234159826552
"YCR050C",0.212234645043247,1.356652158145,0.00224626236687992,6.39222761141827
"YER069W",36.4506780531375,232.428779142603,1.45010390695437e-06,6.37652827208784
"YCR010C",3.37686505731624,21.5268104546826,0.00765325814694187,6.37479143800641
"YNL237W",20.9008315146092,133.206852814271,0.000147343457283811,6.3732800640569
"YLR030W",4.94229011817213,31.3382717159626,7.58627893497748e-06,6.34084017057923
"YMR136W",20.3526660241192,128.70126666704,0.0026634811003386,6.32355812818433
"YGL044C",14.4537663263586,91.24590844641,2.11506087778339e-05,6.31295029863666
"YGR067C",6.95628110689899,43.8969288180364,0.00928377577838221,6.31040179996478
"YPL142C",0.539699204546122,3.39306788275004,5.72640953539642e-05,6.28696105936186
"YMR182C",10.1968797291185,63.5763066162103,1.22918108277792e-06,6.23487854178176
"YPL135W",55.7317344902276,346.662613421083,0.000865555519229394,6.22020140934012
"YHL043W",6.23176470705918,38.671219062144,2.37195138712866e-08,6.20550050908345
"YMR279C",5.50470190523314,34.1434604755121,5.11222988362296e-06,6.20259935293736
"YMR306W",8.90190149033675,55.2132973925815,1.64966523435307e-05,6.20241613013995
"YFR023W",0.627433728226218,3.89102468846745,0.000126488331468905,6.20149111120874
"YKL175W",70.8643079689739,436.101677896896,1.08061176727542e-05,6.15403847713904
"YGL222C",7.07983477279622,43.4861636855692,1.53959236082574e-05,6.14225685783824
"YMR319C",26.3796897588276,161.631183123145,3.95913299841119e-09,6.12710705094844
"YDL030W",9.52818039826064,58.3686431634065,6.79731880688033e-05,6.12589610226751
"YDR059C",33.5018645604057,204.644950717263,0.000175355196814484,6.10846451093123
"YHL024W",21.6094430488198,131.939719276451,3.84601671556849e-05,6.10565107940887
"YBL099W",373.972670478152,2281.9245683901,1.96308810369978e-05,6.10184847323867
"YOR136W",130.740664394512,794.375893818077,0.00132685678181453,6.07596647528909
"YPL229W",13.7691080109143,83.5487401831035,0.000121885096312218,6.06783969715956
"YIL160C",19.3835252814506,117.565133839123,0.00123877007948641,6.06520909545948
"YPR100W",2.50908850415663,15.182096524574,6.9587638475613e-05,6.05084137104885
"YKL111C",0.117146241096881,0.706980934164455,0.00269895096524065,6.0350287601612
"YIR016W",18.2168344078198,109.708757970065,0.000203976735321806,6.02238322608736
